#separator:Tab				
#html:true				
#notetype column:1				
#deck column:2				
#tags column:5				
Básico	Ciência da Computação::Big Data                          	O que é Big Data?                                                                     	Big Data refere-se ao grande volume de dados estruturados e não estruturados que podem ser analisados para insights e tomada de decisões.        	Big Data, Análise de Dados, Tecnologia       
Básico	Ciência da Computação::Big Data                          	Quais são as principais características do Big Data?                                  	As principais características são os 5Vs: Volume, Velocidade, Variedade, Veracidade e Valor.                                                     	Big Data, Características, Análise de Dados  
Básico	Ciência da Computação::Big Data                          	Qual é a diferença entre dados estruturados e não estruturados em Big Data?           	Dados estruturados possuem um formato organizado (tabelas), enquanto dados não estruturados não possuem estrutura fixa (imagens, vídeos, textos).	Big Data, Estruturados, Não Estruturados     
Básico	Ciência da Computação::Big Data::Análise de Dados        	Qual é o papel da análise preditiva no contexto de Big Data?                          	A análise preditiva utiliza algoritmos estatísticos e de aprendizado de máquina para prever tendências e comportamentos futuros.                 	Big Data, Análise Preditiva, Machine Learning
Básico	Ciência da Computação::Big Data::Análise de Dados        	Explique o conceito de análise de sentimentos no contexto de Big Data.                	Análise de sentimentos usa processamento de linguagem natural para interpretar emoções em textos e mídias sociais.                               	Big Data, Análise de Sentimentos, NLP        
Básico	Ciência da Computação::Big Data::Análise de Dados        	Quais são os principais desafios de análise enfrentados em projetos de Big Data?      	Os desafios incluem qualidade dos dados, volume, velocidade e complexidade na interpretação dos resultados.                                      	Big Data, Desafios, Análise                  
Básico	Ciência da Computação::Big Data::Aprendizado de Máquina  	Como a aprendizagem de máquina é aplicada na análise de Big Data?                     	Machine Learning é usado para detectar padrões e fazer previsões baseadas em grandes volumes de dados.                                           	Big Data, Machine Learning, IA               
Básico	Ciência da Computação::Big Data::Armazenamento           	Quais são os principais desafios de armazenamento enfrentados em projetos de Big Data?	Os desafios incluem escalabilidade, custo, desempenho e integração com outras tecnologias.                                                       	Big Data, Armazenamento, Escalabilidade      
Básico	Ciência da Computação::Big Data::Arquitetura             	Explique o conceito de escalabilidade em projetos de Big Data.                        	Escalabilidade refere-se à capacidade de aumentar o processamento e armazenamento conforme o crescimento dos dados.                              	Big Data, Escalabilidade, Arquitetura        
Básico	Ciência da Computação::Big Data::Blockchain              	Como a tecnologia Blockchain pode ser utilizada em projetos de Big Data?              	Blockchain pode garantir a integridade, segurança e rastreabilidade dos dados armazenados em projetos de Big Data.                               	Big Data, Blockchain, Segurança              
Básico	Ciência da Computação::Big Data::Ética e Responsabilidade	Quais são as implicações éticas do uso de Big Data em projetos de análise?            	O uso de Big Data pode levar a violações de privacidade, discriminação algorítmica e uso indevido de informações sensíveis.                      	Big Data, Ética, Privacidade                 
Básico	Ciência da Computação::Big Data::Internet das Coisas     	Como a Internet das Coisas (IoT) contribui para a geração de Big Data?                	Dispositivos IoT geram grandes volumes de dados em tempo real, contribuindo para análises e insights baseados em Big Data.                       	Big Data, IoT, Sensores                      
Básico	Ciência da Computação::Big Data::Otimização de Consultas 	Como a otimização de consultas é importante em projetos de Big Data?                  	Otimização reduz o tempo de processamento e melhora o desempenho da análise de grandes volumes de dados.                                         	Big Data, Otimização, Consultas              
Básico	Ciência da Computação::Big Data::Processamento de Dados  	Quais são os benefícios do processamento em tempo real em projetos de Big Data?       	Processamento em tempo real permite análises instantâneas e ações rápidas com base em dados atualizados.                                         	Big Data, Streaming, Tempo Real              
Básico	Ciência da Computação::Big Data::Processamento de Dados  	Qual é o papel da análise de streaming de dados em projetos de Big Data?              	A análise de streaming permite processar dados em tempo real, gerando insights imediatos.                                                        	Big Data, Streaming, Processamento           
Básico	Ciência da Computação::Big Data::Qualidade de Dados      	Como as empresas podem garantir a qualidade dos dados em projetos de Big Data?        	As empresas devem aplicar técnicas de limpeza, validação e governança de dados.                                                                  	Big Data, Qualidade, Governança              
Básico	Ciência da Computação::Big Data::Segurança e Privacidade 	Por que a segurança de dados é importante em projetos de Big Data?                    	A segurança é essencial para proteger dados sensíveis contra acessos não autorizados e ataques cibernéticos.                                     	Big Data, Segurança, Privacidade             
Básico	Ciência da Computação::Big Data::Segurança e Privacidade 	Por que a privacidade de dados é uma preocupação em projetos de Big Data?             	A coleta massiva de dados pode expor informações sensíveis, exigindo regulamentações para proteger a privacidade dos usuários.                   	Big Data, Privacidade, Regulamentação        
Básico	Ciência da Computação::Big Data::Tecnologias             	Como a tecnologia Hadoop está relacionada ao Big Data?                                	O Hadoop é um framework que permite o armazenamento e processamento distribuído de grandes volumes de dados.                                     	Big Data, Hadoop, Processamento Distribuído  
