#separator:Tab				
#html:true				
#notetype column:1				
#deck column:2				
#tags column:5				
Básico	Ciência da Computação::Engenharia de Software                           	O que é Engenharia de Software?                                                        	Engenharia de Software é a disciplina que aplica princípios de engenharia para o desenvolvimento, operação e manutenção de software.                             	Engenharia de Software, Desenvolvimento, Software                       
Básico	Ciência da Computação::Engenharia de Software                           	Quais são as principais atividades da Engenharia de Software?                          	As principais atividades incluem análise de requisitos, projeto, implementação, teste, implantação e manutenção de software.                                     	Engenharia de Software, Ciclo de Vida, Desenvolvimento                  
Básico	Ciência da Computação::Engenharia de Software                           	Quais são os principais modelos de processo de software?                               	Os modelos incluem Cascata, Incremental, Espiral, RAD e Ágil.                                                                                                    	Engenharia de Software, Modelos de Processo, Desenvolvimento            
Básico	Ciência da Computação::Engenharia de Software::Desenvolvimento Ágil     	O que é metodologia ágil?                                                              	Metodologia ágil é um conjunto de práticas para o desenvolvimento de software que enfatiza entregas incrementais, colaboração e adaptação a mudanças.            	Metodologia Ágil, Engenharia de Software, Desenvolvimento               
Básico	Ciência da Computação::Engenharia de Software::Desenvolvimento Ágil     	Quais são os principais frameworks ágeis?                                              	Os principais frameworks ágeis incluem Scrum, Kanban, XP (Extreme Programming) e SAFe (Scaled Agile Framework).                                                  	Agile, Frameworks, Engenharia de Software                               
Básico	Ciência da Computação::Engenharia de Software::DevOps                   	O que é DevOps?                                                                        	DevOps é uma abordagem que integra desenvolvimento e operações para acelerar a entrega de software com automação e colaboração contínua.                         	DevOps, Engenharia de Software, Automação                               
Básico	Ciência da Computação::Engenharia de Software::DevOps                   	Quais são os principais benefícios do DevOps?                                          	Os principais benefícios incluem entregas mais rápidas, maior automação, melhor colaboração entre equipes e maior estabilidade operacional.                      	DevOps, Benefícios, Automação                                           
Básico	Ciência da Computação::Engenharia de Software::DevOps                   	Quais são as principais ferramentas de DevOps?                                         	As principais ferramentas incluem Docker, Kubernetes, Jenkins, Git, Terraform e Ansible.                                                                         	DevOps, Ferramentas, Automação                                          
Básico	Ciência da Computação::Engenharia de Software::Gerenciamento de Projetos	O que é gerenciamento de projetos de software?                                         	Gerenciamento de projetos de software envolve a aplicação de processos, técnicas e ferramentas para planejar, executar e controlar o desenvolvimento de software.	Gerenciamento de Projetos, Engenharia de Software, Planejamento         
Básico	Ciência da Computação::Engenharia de Software::Gerenciamento de Projetos	Quais são as principais áreas de conhecimento do gerenciamento de projetos de software?	As principais áreas incluem escopo, tempo, custo, qualidade, recursos humanos, comunicação, risco, aquisição e integração.                                       	Gerenciamento de Projetos, Engenharia de Software, Áreas de Conhecimento
Básico	Ciência da Computação::Engenharia de Software::Manutenção e Sustentação 	O que é manutenção de software?                                                        	Manutenção de software envolve modificações em um sistema após sua implantação para corrigir falhas, melhorar desempenho ou adaptar-se a mudanças.               	Manutenção de Software, Engenharia de Software, Sustentação             
Básico	Ciência da Computação::Engenharia de Software::Manutenção e Sustentação 	Quais são os principais tipos de manutenção de software?                               	Os tipos incluem manutenção corretiva, adaptativa, perfectiva e preventiva.                                                                                      	Manutenção de Software, Engenharia de Software, Tipos de Manutenção     
Básico	Ciência da Computação::Engenharia de Software::Modelagem e UML          	O que é UML?                                                                           	UML (Unified Modeling Language) é uma linguagem de modelagem utilizada para representar visualmente sistemas de software.                                        	UML, Modelagem, Engenharia de Software                                  
Básico	Ciência da Computação::Engenharia de Software::Modelagem e UML          	Quais são os principais diagramas da UML?                                              	Os principais diagramas incluem diagrama de classes, casos de uso, sequência, atividades e estados.                                                              	UML, Diagramas, Engenharia de Software                                  
Básico	Ciência da Computação::Engenharia de Software::Qualidade e Testes       	O que é qualidade de software?                                                         	Qualidade de software refere-se à capacidade de um software atender aos requisitos especificados de forma eficiente e confiável.                                 	Qualidade de Software, Engenharia de Software, Requisitos               
Básico	Ciência da Computação::Engenharia de Software::Qualidade e Testes       	Quais são os principais fatores que afetam a qualidade de software?                    	Os principais fatores incluem manutenibilidade, confiabilidade, usabilidade, desempenho e segurança.                                                             	Qualidade de Software, Engenharia de Software, Fatores                  
Básico	Ciência da Computação::Engenharia de Software::Qualidade e Testes       	O que é garantia de qualidade de software?                                             	Garantia de qualidade de software é um conjunto de atividades para assegurar que o software atende aos padrões de qualidade estabelecidos.                       	Garantia de Qualidade, Engenharia de Software, Testes                   
Básico	Ciência da Computação::Engenharia de Software::Qualidade e Testes       	Quais são as principais técnicas de garantia de qualidade de software?                 	As principais técnicas incluem revisões, auditorias, testes automatizados e análise estática de código.                                                          	Garantia de Qualidade, Testes, Engenharia de Software                   
Básico	Ciência da Computação::Engenharia de Software::Qualidade e Testes       	O que é teste de software?                                                             	Teste de software é o processo de avaliação de um programa para garantir que ele funcione corretamente e atenda aos requisitos especificados.                    	Teste de Software, Engenharia de Software, Validação                    
Básico	Ciência da Computação::Engenharia de Software::Qualidade e Testes       	Quais são os principais tipos de testes de software?                                   	Os principais tipos incluem testes unitários, integração, sistema, aceitação e regressão.                                                                        	Testes de Software, Qualidade, Engenharia de Software                   
